Name,Year,Age Rating,Duration,Category, 
Along with the Gods: The Last 49 Days,2018,16+,2h 21m,Dramas,
The Treasure 2,2019,13+,2h 3m,Period Pieces,
Space Cowboys,2000,13+,2h 10m,Dramas,
Bandie,1978,13+,2h 20m,Hindi-Language Movies,
Mars at Sunrise,2014,13+,1h 14m,Middle Eastern Movies,
Banyuki,2009,16+,3h 1m,Dramas,
Alibaba Aur 40 Chor,1980,16+,2h 26m,Hindi-Language Movies,
Star Trek Into Darkness,2013,13+,2h 12m,Action & Adventure,
The Next 365 Days,2022,18+,1h 53m,Dramas,
Purple Hearts,2022,16+,2h 2m,Music,
Gangubai Kathiawadi,2022,16+,2h 33m,Hindi-Language Movies,
RRR (Hindi),2022,18+,3h 5m,Dramas,
365 Days,2020,18+,1h 55m,Dramas,
Jaadugar,2022,16+,2h 47m,Comedies,
3 Idiots,2009,16+,2h 43m,Comedies,
Sherdil: The Pilibhit Saga,2022,13+,2h 1m,Comedies,
Shabaash Mithu (Hindi),2022,13+,2h 34m,Sports Movies,
365 Days: This Day,2022,18+,1h 51m,Dramas,
Kabir Singh,2019,18+,2h 51m,Hindi-Language Movies,
'83,2021,13+,2h 40m,Sports Movies,
Fifty Shades of Grey,2015,18+,2h 5m,Dramas,
Top Gun,1986,16+,1h 49m,Military Movies,
Zindagi Na Milegi Dobara,2011,13+,2h 34m,Comedies,
Chup Chup Ke,2006,13+,2h 37m,Comedies,
Taare Zameen Par,2007,13+,2h 42m,Hindi-Language Movies,
Hum Saath-Saath Hain,1999,7+,2h 56m,Hindi-Language Movies,
Qismat,2018,13+,2h 17m,Dramas,
Catch Me If You Can,2002,16+,2h 21m,Dramas,
Mimi,2021,13+,2h 12m,Comedies,
Gunjan Saxena: The Kargil Girl,2020,13+,1h 52m,Military Movies,
Fullmetal Alchemist The Revenge of Scar,2022,13+,2h 5m,Action & Adventure,
Look Both Ways,2022,16+,1h 51m,Comedies,
Toolsidas Junior,2022,13+,2h 10m,Sports Movies,
Manto,2018,16+,1h 53m,Hindi-Language Movies,
Jersey,2022,13+,2h 48m,Sports Movies,
The Green Mile,1999,18+,3h 8m,Dramas,
Kabhi Khushi Kabhie Gham,2001,13+,3h 29m,Hindi-Language Movies,
Secret Superstar,2017,13+,2h 29m,Music,
Pad Man,2018,13+,2h 10m,Hindi-Language Movies,
Feel the Beat,2020,7+,1h 50m,Comedies,
Little Women,2019,13+,2h 14m,Dramas,
The Boy Who Harnessed the Wind,2019,13+,1h 53m,Movies Based on Books,
The Princess Switch: Switched Again,2020,7+,1h 37m,Comedies,
The Karate Kid,1984,13+,2h 7m,Action & Adventure,
The Princess Switch 3: Romancing the Star,2021,7+,1h 46m,Comedies,
Zero to Hero,2021,13+,1h 42m,Sports Movies,
REX Dinosaur Story,1993,7+,1h 46m,Kids & Family Movies,
Going for Gold,2018,7+,1h 28m,Kids & Family Movies,
A Christmas Prince: The Royal Wedding,2018,13+,1h 33m,Dramas,
Raising the Bar,2016,All,1h 36m,Kids & Family Movies,
Cats,2019,7+,1h 50m,Kids & Family Movies,
Christmas Inheritance,2017,7+,1h 44m,Dramas,
Pahuna,2018,13+,1h 22m,Comedies,
Rip Tide,2017,7+,1h 27m,Kids & Family Movies,
Full Out 2: You Got This!,2020,7+,1h 31m,Kids & Family Movies,
Radhe Shyam (Hindi),2022,16+,2h 18m,Hindi-Language Movies,
CBI 5: The Brain,2022,13+,2h 42m,Thriller Movies,
Badhaai Do,2022,13+,2h 27m,Comedies,
Chandigarh Kare Aashiqui,2021,16+,1h 55m,Hindi-Language Movies,
Persuasion,2022,7+,1h 49m,Comedies,
Don,2022,13+,2h 43m,Comedies,
Annaatthe (Hindi),2021,16+,2h 41m,Dramas,
Hustle,2022,16+,1h 58m,Comedies,
Vaashi (Malayalam),2022,13+,2h 3m,Dramas,
Etharkkum Thunindhavan (Hindi),2022,16+,2h 28m,Dramas,
Jana Gana Mana,2022,13+,2h 41m,Dramas,
Doctor (Tamil),2021,16+,2h 29m,Tamil-Language Movies,
Hurdang,2022,16+,1h 59m,Hindi-Language Movies,
The Harder They Fall,2021,16+,2h 19m,Westerns,
Shyam Singha Roy,2021,13+,2h 34m,Dramas,
Thalaivii,2021,16+,2h 28m,Hindi-Language Movies,
My Father's Violin,2022,13+,1h 52m,Dramas,
Major (Telugu),2022,16+,2h 25m,Military Movies,
Kurup (Hindi),2021,13+,2h 34m,Dramas,
Anne+: The Film,2021,18+,1h 35m,Dramas,
Father Stu,2022,16+,2h 4m,Dramas,
Human Capital,2019,18+,1h 37m,Dramas,
Dwindle,2021,13+,2h 5m,Comedies,
Bohemian Rhapsody,2018,13+,2h 14m,Music,
The Entitled,2022,18+,1h 30m,Comedies,
Jana 2022 (Tamil),2022,13+,2h 41m,Dramas,
Doom of Love,2022,16+,1h 40m,Dramas,
Kuttavum Shikshayum,2022,13+,2h 16m,Dramas,
Heartsong,2022,16+,1h 35m,Comedies,
Dear Friend,2022,16+,1h 57m,Dramas,
Virata Parvam,2022,16+,2h 30m,Dramas,
A Stand Worthy of Men,2021,13+,1h 52m,Comedies,
The High Note,2020,13+,1h 53m,Music,
The Terminal,2004,13+,2h 9m,Comedies,
Gladiator,2000,16+,2h 35m,Dramas,
A Beautiful Mind,2001,16+,2h 16m,Movies Based on Books,
Meet Joe Black,1998,18+,3h,Dramas,
Fight Club,1999,18+,2h 19m,Thriller Movies,
Scarface,1983,18+,2h 49m,Thriller Movies,
Django Unchained,2012,18+,2h 45m,Dramas,
Flight,2012,18+,2h 19m,Dramas,
Schindler's List,1993,18+,3h 15m,Military Movies,
The Notebook,2004,18+,2h 3m,Dramas,
War Dogs,2016,16+,1h 54m,Comedies,
Fatherhood,2021,13+,1h 50m,Dramas,
The King,2019,18+,2h 20m,Military Movies,
The Blind Side,2009,13+,2h 8m,Sports Movies,
Om Shanti Om,2007,16+,2h 48m,Comedies,
Kal Ho Naa Ho,2003,13+,3h 6m,Comedies,
Kuch Kuch Hota Hai,1998,13+,3h 5m,Comedies,
Bareilly Ki Barfi,2017,13+,1h 50m,Comedies,
Dil Dhadakne Do,2015,16+,2h 53m,Comedies,
Mubarakan,2017,13+,2h 33m,Comedies,
Toilet: Ek Prem Katha,2017,13+,2h 25m,Comedies,
Andhadhun,2018,16+,2h 17m,Thriller Movies,
Oh My God,2012,13+,2h 8m,Comedies,
Phir Bhi Dil Hai Hindustani,2000,13+,2h 38m,Comedies,
Dil Chahta Hai,2001,13+,3h 4m,Comedies,
Ludo,2020,16+,2h 30m,Comedies,
Sardar Ka Grandson,2021,13+,2h 19m,Comedies,
Hasee Toh Phasee,2014,16+,2h 14m,Comedies,
Lust Stories,2018,18+,2h,Comedies,
Thug Life,2017,16+,2h 13m,Comedies,
Queen,2014,16+,2h 17m,Comedies,
Kapoor & Sons,2016,13+,2h 17m,Comedies,
Zero,2018,13+,2h 39m,Comedies,
Barfi!,2012,13+,2h 23m,Comedies,
Motichoor Chaknachoor,2019,13+,2h 12m,Comedies,
Love & Other Drugs,2010,18+,1h 52m,Comedies,
The Dirt,2019,18+,1h 48m,Comedies,
Jerry Maguire,1996,16+,2h 18m,Comedies,
Once Upon a Time in Hollywood,2019,18+,2h 41m,Comedies,
Sex and the City: The Movie,2008,18+,2h 25m,Comedies,
The Edge of Seventeen,2016,18+,1h 45m,Comedies,
The Ballad of Buster Scruggs,2018,18+,2h 13m,Comedies,
In Good Hands,2022,16+,1h 45m,Comedies,
Chippa,2020,13+,1h 31m,Comedies,
Chopsticks,2019,13+,1h 40m,Comedies,
Dhanak,2015,7+,1h 54m,Comedies,
The Half Of It,2020,13+,1h 45m,Comedies,
The Laundromat,2019,18+,1h 36m,Comedies,
The King of Staten Island,2020,18+,2h 17m,Comedies,
Moxie,2021,16+,1h 51m,Comedies,
Julie & Julia,2009,13+,2h 3m,Comedies,
15-Aug,2019,16+,2h 4m,Comedies,
Rose Island,2020,16+,1h 58m,Comedies,
Halal Love (and Sex),2015,13+,1h 34m,Comedies,
Carrie Pilby,2016,13+,1h 38m,Comedies,
The Starling,2021,16+,1h 44m,Comedies,
Alex Strangelove,2018,18+,1h 39m,Comedies,
The Fundamentals of Caring,2016,16+,1h 37m,Comedies,
Sillu Karuppatti,2019,13+,2h 13m,Comedies,
Dolemite Is My Name,2019,18+,1h 58m,Comedies,
Break,2018,13+,1h 36m,Comedies,
The Bros,2017,13+,1h 42m,Comedies,
KD (A) Karuppudurai,2019,13+,1h 56m,Comedies,
Care of Kancharapalem,2018,16+,2h 22m,Comedies,
Dude,2018,18+,1h 37m,Comedies,
Friends with Money,2006,16+,1h 27m,Comedies,
Kilometers and Kilometers,2020,13+,2h 7m,Comedies,
Alfie,2004,18+,1h 45m,Comedies,
Nappily Ever After,2018,18+,1h 38m,Comedies,
All My Friends Are Dead,2020,18+,1h 36m,Comedies,
Aiyaary,2018,18+,2h 38m,Hindi-Language Movies,
Jodhaa Akbar,2008,16+,3h 33m,Hindi-Language Movies,
Jagame Thandhiram,2021,18+,2h 38m,Tamil-Language Movies,
Rise of the Legend,2014,18+,2h 11m,Chinese Movies,
Sarkar (Tamil),2018,18+,2h 42m,Tamil-Language Movies,
Man of Tai Chi,2013,16+,1h 45m,Dramas,
Lakshya,2004,16+,3h 5m,Military Movies,
The Blue Lagoon,1980,18+,1h 44m,Dramas,
Swades,2004,7+,3h 4m,Hindi-Language Movies,
Cook Up A Storm,2017,13+,1h 36m,Chinese Movies,
Coach Carter,2005,16+,2h 16m,Sports Movies,
Moneyball,2011,13+,2h 13m,Sports Movies,
The Two Popes,2019,13+,2h 5m,Dramas,
American Underdog: The Kurt Warner Story,2021,7+,1h 52m,Sports Movies,
Rajma Chawal,2018,16+,1h 58m,Comedies,
The Rainmaker,1997,16+,2h 15m,Thriller Movies,
Life in a ... Metro,2007,16+,2h 5m,Hindi-Language Movies,
Tune in for Love,2019,16+,2h 2m,Dramas,
Tughlaq Durbar,2020,13+,2h 25m,Comedies,
Dilan 1990,2018,13+,1h 49m,Dramas,
Irreplaceable You,2018,13+,1h 36m,Dramas,
Blue Miracle,2021,13+,1h 36m,Dramas,
Partition 1947,2017,13+,1h 47m,Hindi-Language Movies,
The Dirty Picture,2011,18+,2h 24m,Hindi-Language Movies,
The Boy in the Striped Pajamas,2008,13+,1h 34m,Military Movies,
Chernobyl 1986,2021,13+,2h 16m,Dramas,
The Outsider,2018,18+,2h,Thriller Movies,
The Great Raid,2005,16+,2h 12m,Military Movies,
The Last Letter From Your Lover,2021,16+,1h 50m,Dramas,
42,2013,13+,2h 8m,Sports Movies,
Munich,2005,18+,2h 44m,Thriller Movies,
Madame Claude,2021,18+,1h 52m,Dramas,
The Guernsey Literary and Potato Peel Pie Society,2018,13+,2h 3m,Dramas,
The Bridges of Madison County,1995,18+,2h 14m,Dramas,
The Trial of the Chicago 7,2020,18+,2h 10m,Dramas,
Drishyam,2015,13+,2h 42m,Thriller Movies,
Miracle in Cell No. 7,2019,16+,2h 12m,Dramas,
Raat Akeli Hai,2020,18+,2h 29m,Thriller Movies,
Class of '83,2020,16+,1h 38m,Thriller Movies,
Gangaajal,2003,16+,2h 28m,Hindi-Language Movies,
21,2008,16+,2h 2m,Dramas,
Anjaan,2014,16+,2h 26m,Tamil-Language Movies,
Agneepath,1990,16+,2h 54m,Hindi-Language Movies,
Beasts of No Nation,2015,18+,2h 17m,Military Movies,
Malcolm & Marie,2021,18+,1h 46m,Dramas,
Amina,2021,16+,1h 45m,Dramas,
A Fall from Grace,2020,18+,2h,Thriller Movies,
The Holiday Calendar,2018,7+,1h 35m,Dramas,
Òlòt?ré,2020,18+,1h 46m,Dramas,
Beats,2019,16+,1h 50m,Music,
Trees of Peace,2022,18+,1h 38m,Dramas,
Cuties,2020,18+,1h 36m,Dramas,
Holiday Rush,2019,7+,1h 34m,Kids & Family Movies,
Really Love,2020,18+,1h 35m,Dramas,
Monster,2021,16+,1h 39m,Dramas,
7 Prisoners,2021,16+,1h 34m,Dramas,
Brother,2019,18+,1h 36m,Dramas,
Ma Rainey's Black Bottom,2020,16+,1h 34m,Music,
Concrete Cowboy,2021,16+,1h 51m,Teen Movies,
Two Distant Strangers,2021,18+,32m,Dramas,
Citation,2020,16+,2h 31m,Dramas,
Passing,2021,16+,1h 39m,Dramas,
The Social Network,2010,18+,2h,Movies Based on Books,
Guilty,2020,18+,1h 59m,Hindi-Language Movies,
Amar,2017,18+,1h 43m,Dramas,
The Lucky One,2012,18+,1h 40m,Dramas,
Too Handsome to Handle,2019,16+,1h 46m,Comedies,
American Honey,2016,18+,2h 43m,Dramas,
6 Years,2015,18+,1h 19m,Dramas,
Dolly Kitty Aur Woh Chamakte Sitare,2020,18+,2h,Hindi-Language Movies,
Let It Snow,2019,13+,1h 33m,Comedies,
All Together Now,2020,13+,1h 33m,Teen Movies,
Caught by a Wave,2021,16+,1h 39m,Sports Movies,
14 That Night,2016,16+,1h 54m,Teen Movies,
Into the Wind,2022,18+,1h 48m,Sports Movies,
SPF-18,2017,13+,1h 15m,Sports Movies,
Never Rarely Sometimes Always,2020,16+,1h 41m,Teen Movies,
She's Dating the Gangster,2014,13+,1h 53m,Teen Movies,
O Kadhal Kanmani,2015,13+,2h 13m,Tamil-Language Movies,
Miss India,2020,7+,2h 16m,Dramas,
Varane Avashyamund,2020,13+,2h 24m,Comedies,
Toscana,2022,13+,1h 30m,Dramas,
Bhangra Paa Le,2019,13+,2h 10m,Comedies,
The Next Karate Kid,1994,13+,1h 47m,Dramas,
Maska,2020,16+,1h 51m,Comedies,
Mishan Impossible,2022,13+,2h 10m,Comedies,
Wasao,2011,7+,1h 56m,Kids & Family Movies,
Darlings,2022,16+,2h 14m,Thriller Movies,
Dasvi,2022,13+,2h 5m,Comedies,
The Royal Treatment,2022,13+,1h 37m,Comedies,
Wedding Season,2022,13+,1h 37m,Comedies,
Kapil Sharma: I'm Not Done Yet,2022,13+,54m,Comedies,
Ante Sundaraniki,2022,13+,2h 53m,Comedies,
Love Tactics,2022,13+,1h 38m,Comedies,
Pakka Commercial,2022,16+,2h 29m,Comedies,
F3: Fun and Frustration,2022,16+,2h 21m,Comedies,
A Perfect Pairing,2022,13+,1h 42m,Comedies,
Meenakshi Sundareshwar,2021,16+,2h 21m,Comedies,
Tall Girl 2,2022,7+,1h 41m,Comedies,
Hey Sinamika,2022,13+,2h 27m,Comedies,
He's All That,2021,13+,1h 31m,Comedies,
Senior Year,2022,18+,1h 53m,Comedies,
Most Eligible Bachelor,2021,18+,2h 23m,Comedies,
Love Hard,2021,13+,1h 46m,Comedies,
More the Merrier,2021,18+,1h 51m,Comedies,
Looop Lapeta,2022,16+,2h 11m,Thriller Movies,
Friendzone,2021,18+,1h 28m,Comedies,
The Angry Birds Movie 2,2019,7+,1h 36m,Comedies,
Tom and Jerry,2021,7+,1h 41m,Comedies,
The Secret Life of Pets,2016,All,1h 26m,Comedies,
Scoob!,2020,7+,1h 33m,Comedies,
Wish Dragon,2021,7+,1h 42m,Comedies,
Matilda,1996,7+,1h 38m,Comedies,
Back to the Outback,2021,7+,1h 35m,Comedies,
Hotel Transylvania 2,2015,7+,1h 29m,Comedies,
Finding ‘Ohana,2021,7+,2h 3m,Comedies,
The SpongeBob Movie: Sponge on the Run,2020,7+,1h 35m,Comedies,
Peter Rabbit 2,2021,7+,1h 33m,Comedies,
Hotel Transylvania 3: Summer Vacation,2018,7+,1h 37m,Comedies,
Monster House,2006,7+,1h 30m,Comedies,
Madagascar,2005,7+,1h 26m,Comedies,
The Witches,2020,7+,1h 44m,Comedies,
Keymon and Nani in Space Adventure,2013,7+,1h 15m,Comedies,
Stuart Little,1999,7+,1h 24m,Comedies,
Hotel Transylvania,2012,7+,1h 31m,Comedies,
Madagascar: Escape 2 Africa,2008,7+,1h 31m,Comedies,
The Angry Birds Movie,2016,7+,1h 38m,Comedies,
YES DAY,2021,7+,1h 29m,Comedies,
Puss in Boots,2011,7+,1h 32m,Comedies,
The SpongeBob Movie: Sponge Out of Water,2015,All,1h 35m,Comedies,
Shrek,2001,7+,1h 30m,Comedies,
Cloudy with a Chance of Meatballs,2009,All,1h 29m,Comedies,
Ella Enchanted,2004,7+,1h 36m,Comedies,
Megamind,2010,7+,1h 37m,Comedies,
Madagascar 3: Europe's Most Wanted,2012,7+,1h 35m,Comedies,
Rango,2011,7+,1h 49m,Comedies,
Bee Movie,2007,7+,1h 32m,Comedies,
Shrek Forever After,2010,7+,1h 35m,Comedies,
The Smurfs,2011,7+,1h 42m,Comedies,
Too Old for Fairy Tales,2022,7+,1h 46m,Comedies,
Storks,2016,7+,1h 26m,Comedies,
Tall Girl,2019,7+,1h 43m,Comedies,
Klaus,2019,7+,1h 38m,Comedies,
Just Like Heaven,2005,13+,1h 35m,Comedies,
The Main Event,2020,All,1h 43m,Comedies,
Instant Family,2018,13+,1h 59m,Comedies,
Duck Duck Goose,2018,7+,1h 32m,Comedies,
Grown Ups,2010,13+,1h 42m,Comedies,
Arthur Christmas,2011,7+,1h 37m,Comedies,
Work It,2020,13+,1h 33m,Comedies,
Ferrari Ki Sawaari,2012,13+,2h 13m,Comedies,
Jessica Darling's It List,2016,All,1h 20m,Comedies,
Confessions of an Invisible Girl,2021,13+,1h 32m,Comedies,
Elf,2003,7+,1h 36m,Comedies,
Love Per Square Foot,2018,13+,2h 13m,Comedies,
Don’t Blame Karma!,2022,16+,1h 25m,Comedies,
Hotel for Dogs,2009,13+,1h 41m,Comedies,
Spoiled Brats,2021,16+,1h 35m,Comedies,
Something's Gotta Give,2003,16+,2h 8m,Comedies,
Tim Dillon: A Real Hero,2022,18+,48m,Comedies,
Ante Sundaraniki (Tamil),2022,13+,2h 53m,Comedies,
Love & Gelato,2022,13+,1h 52m,Comedies,
13: The Musical,2022,7+,1h 34m,Comedies,
Mighty Little Bheem: I Love Taj Mahal,2022,All,20m,Comedies,
Spontaneous,2020,16+,1h 42m,Comedies,
Heart Parade,2022,13+,1h 48m,Comedies,
Under the Amalfi Sun,2022,13+,1h 30m,Comedies,
Habaddi,2019,13+,1h 43m,Comedies,
Irresistible,2020,16+,1h 42m,Comedies,
Bill Burr: Live at Red Rocks,2022,18+,1h 22m,Comedies,
The Art of the Steal,2013,18+,1h 30m,Thriller Movies,
Jab We Met,2007,13+,2h 23m,Comedies,
Phir Hera Pheri,2006,16+,2h 29m,Comedies,
Baby Dolls,2019,13+,2h 6m,Comedies,
Khoobsurat,2014,13+,2h 1m,Comedies,
Uma Maheswara Ugra Roopasya,2020,16+,2h 16m,Comedies,
School Life,2019,16+,1h 52m,Comedies,
Aelay,2021,13+,2h 31m,Comedies,
Vikrithi,2019,13+,1h 59m,Comedies,
How to Build a Girl,2020,16+,1h 44m,Comedies,
The SpongeBob SquarePants Movie,2004,7+,1h 28m,Comedies,
Cloudy with a Chance of Meatballs 2,2013,7+,1h 34m,Comedies,
The Loud House Movie,2021,7+,1h 27m,Comedies,
Shrek the Third,2007,7+,1h 34m,Comedies,
Jungle Beat: The Movie,2021,7+,1h 29m,Comedies,
A Cinderella Story,2004,7+,1h 35m,Comedies,
Secret Magic Control Agency,2021,7+,1h 45m,Comedies,
The Ant Bully,2006,7+,1h 29m,Comedies,
The Dictator,2012,18+,1h 24m,Comedies,
American Pie Presents: The Naked Mile,2006,18+,1h 41m,Comedies,
Do Dooni Chaar,2010,7+,1h 45m,Comedies,
Golmaal Returns,2008,13+,2h 15m,Comedies,
The Package,2018,18+,1h 34m,Comedies,
Dhoondte Reh Jaoge,2009,13+,2h 4m,Comedies,
Chaman Bahaar,2020,16+,1h 51m,Comedies,
"Oh, Ramona!",2019,16+,1h 49m,Comedies,
The Hangover: Part III,2013,18+,1h 40m,Comedies,
Ghanchakkar,2013,16+,2h 8m,Thriller Movies,
Mandela,2021,16+,2h 20m,Comedies,
Oye Lucky! Lucky Oye!,2008,13+,1h 58m,Comedies,
Zola,2021,18+,1h 26m,Comedies,
Isn't It Romantic,2019,13+,1h 28m,Comedies,
Hubie Halloween,2020,13+,1h 43m,Comedies,
Bad Trip,2021,18+,1h 26m,Comedies,
Vampires vs. the Bronx,2020,13+,1h 25m,Comedies,
He Never Died,2015,18+,1h 37m,Comedies,
Mr. Roosevelt,2017,18+,1h 31m,Comedies,
Little Evil,2017,16+,1h 34m,Comedies,
The Willoughbys,2020,7+,1h 32m,Comedies,
Gnome Alone,2018,7+,1h 25m,Comedies,
The Boss Baby: Get That Baby!,2020,7+,24m,Comedies,
Motu Patlu in Dragon's World,2017,7+,1h 18m,Comedies,
Motu Patlu: Deep Sea Adventure,2014,7+,1h 15m,Comedies,
Extinct,2021,7+,1h 25m,Comedies,
Motu Patlu Dino Invasion,2018,7+,1h 20m,Comedies,
Kung Fu Panda: Secrets of the Scroll,2016,7+,23m,Comedies,
DJ Cinderella,2019,7+,1h 36m,Comedies,
Home Team,2022,7+,1h 39m,Comedies,
Kung Fu Panda: Holiday,2010,7+,26m,Comedies,
Duplicate,1998,13+,2h 44m,Comedies,
Pagglait,2021,13+,1h 54m,Comedies,
Serious Men,2020,16+,1h 54m,Comedies,
Bloodshot,2020,16+,1h 49m,Sci-Fi Movies,
Morbius,2022,16+,1h 44m,Sci-Fi Movies,
Mission: Impossible - Rogue Nation,2015,13+,2h 12m,Spy Movies,
Transformers: The Last Knight,2017,13+,2h 35m,Sci-Fi Movies,
Little Women,2019,13+,2h 14m,Social Issue Dramas,
Robin Hood,2010,16+,2h 20m,Social Issue Dramas,
Like a Boss,2020,16+,1h 24m,Comedies,
Arrival,2016,13+,1h 51m,Movies Based on Books,
Body of Lies,2008,16+,2h 8m,Movies Based on Books,
The Equalizer 2,2018,18+,2h,Crime Movies,
Jack Reacher: Never Go Back,2016,18+,1h 59m,Movies Based on Books,
Wanted,2008,18+,1h 49m,Crime Movies,
The Equalizer,2014,18+,2h 12m,Crime Movies,
Django Unchained,,,2h 45m,Social Issue Dramas,
The Holiday,2006,13+,2h 15m,Comedies,
The Kissing Booth,2018,16+,1h 46m,Comedies,
The Kissing Booth 3,2021,13+,1h 53m,Comedies,
The Perfect Date,2019,13+,1h 30m,Comedies,
No Strings Attached,2011,16+,1h 49m,Comedies,
13 Going on 30,2004,13+,1h 37m,Comedies,
How to Lose a Guy in 10 Days,2003,13+,1h 56m,Comedies,
The Ugly Truth,2009,18+,1h 36m,Comedies,
The Kissing Booth 2,2020,13+,2h 12m,Comedies,
Just Go With It,2011,13+,1h 56m,Comedies,
Holidate,2020,16+,1h 44m,Comedies,
To All The Boys: Always And Forever,2021,13+,1h 56m,Comedies,
Set It Up,2018,18+,1h 45m,Comedies,
To All the Boys: P.S. I Still Love You,2020,13+,1h 42m,Comedies,
Vanilla Sky,2001,18+,2h 16m,Thriller Movies,
He's Just Not That Into You,2009,13+,2h 9m,Comedies,
Made of Honor,2008,13+,1h 41m,Comedies,
Jumanji,1995,13+,1h 44m,Movies Based on Books,
Zombieland: Double Tap,2019,18+,1h 39m,Comedies,
Mom,2017,16+,2h 18m,Thriller Movies,
Malang,2020,16+,2h 11m,Hindi-Language Movies,
Miracle in Cell No. 7,2019,16+,2h 12m,Social Issue Dramas,
Badla,2019,13+,1h 57m,Thriller Movies,
Jana Gana Mana,2022,13+,2h 41m,Courtroom Movies,
Drive,2019,13+,1h 59m,Hindi-Language Movies,
Godse,2022,16+,2h 22m,Thriller Movies,
The Girl on the Train,2021,16+,2h,Thriller Movies,
Race,2008,16+,2h 34m,Hindi-Language Movies,
Kuttavum Shikshayum,2022,13+,2h 16m,Movies Based on Real Life,
Bank Robbers: The Last Great Heist,2022,13+,1h 50m,Documentary Films,
My Daughter’s Killer,2022,16+,1h 24m,True Crime Documentaries,
Tito,2004,16+,2h,Middle Eastern Movies,
Heartbeat,2021,16+,1h 43m,Thriller Movies,
Sleepless,2017,18+,1h 34m,Crime Movies,
Army of the Dead,2021,18+,2h 28m,Horror Movies,
21,2008,16+,2h 2m,Movies Based on Books,
The Last Castle,2001,16+,2h 11m,Military Movies,
Heat,1995,18+,2h 50m,Action & Adventure,
S.W.A.T.,2003,16+,1h 57m,Crime Movies,
Etharkkum Thunindhavan (Hindi),2022,16+,2h 28m,Social Issue Dramas,
The Tinder Swindler,2022,16+,1h 54m,True Crime Documentaries,
Our Father,2022,16+,1h 37m,True Crime Documentaries,
Thimmarusu,2021,13+,2h 4m,Telugu-Language Movies,
Night Drive,2022,13+,1h 56m,Thriller Movies,
Maha Samudram,2021,16+,2h 32m,Telugu-Language Movies,
Cyber Hell: Exposing an Internet Horror,2022,18+,1h 45m,True Crime Documentaries,
Silverton Siege,2022,16+,1h 41m,Social Issue Dramas,
Yara,2021,13+,1h 36m,Thriller Movies,
Lords of Scam,2021,13+,1h 45m,Documentary Films,
Untold: Crime & Penalties,2021,18+,1h 26m,Sports Movies,
Bulbbul,2020,16+,1h 34m,Hindi-Language Movies,
The White Tiger,2021,16+,2h 5m,Social Issue Dramas,
Game,2011,18+,2h 14m,Thriller Movies,
Apaharan,2005,16+,2h 41m,Hindi-Language Movies,
No One Killed Jessica,2011,16+,2h 11m,Hindi-Language Movies,
American Murder: The Family Next Door,2020,16+,1h 23m,True Crime Documentaries,
The Night Comes for Us,2018,18+,2h,Martial Arts Movies,
Black Friday,2004,18+,2h 41m,Hindi-Language Movies,
Damini,1993,16+,2h 49m,Hindi-Language Movies,
"Bikram: Yogi, Guru, Predator",2019,16+,1h 26m,True Crime Documentaries,
1922,2017,18+,1h 42m,Thriller Movies,
Black and Blue,2019,18+,1h 48m,Social Issue Dramas,
Red,2021,16+,2h 23m,Telugu-Language Movies,
The Highwaymen,2019,16+,2h 12m,Movies Based on Real Life,
Kannum Kannum Kollaiyadithaal,2020,13+,2h 40m,Comedies,
Soldier,1998,16+,2h 35m,Thriller Movies,
The Unknown Saint,2019,13+,1h 40m,Comedies,
Sei,2018,13+,2h 6m,Comedies,
Brij Mohan Amar Rahe,2018,16+,1h 40m,Comedies,
Bombairiya,2018,13+,1h 48m,Comedies,
Bon Cop Bad Cop 2,2017,16+,2h 6m,Comedies,
Very Big Shot,2015,18+,1h 48m,Comedies,
Quam's Money,2020,16+,1h 54m,Comedies,
"Bon Cop, Bad Cop",2006,18+,1h 56m,Comedies,
Race 2,2013,16+,2h 18m,Hindi-Language Movies,
Naam Shabana,2017,16+,2h 20m,Hindi-Language Movies,
Don,2006,16+,2h 48m,Hindi-Language Movies,
Polar,2019,18+,1h 58m,Crime Movies,
Faster,2010,18+,1h 38m,Crime Movies,
The Accountant,2016,16+,2h 7m,Crime Movies,
S.W.A.T.: Under Siege,2017,18+,1h 29m,Crime Movies,
Xtreme,2021,18+,1h 52m,Crime Movies,
Eraser,1996,16+,1h 54m,Crime Movies,
S.W.A.T.: Firefight,2011,18+,1h 28m,Crime Movies,
Thaandavam,2012,13+,2h 35m,Tamil-Language Movies,
Headshot,2016,18+,1h 58m,Martial Arts Movies,
Blow,2001,18+,2h 3m,Movies Based on Real Life,
Pickpockets,2017,18+,1h 48m,Independent Movies,
All Day and a Night,2020,18+,2h 1m,Social Issue Dramas,
Doing Hard Time,2004,18+,1h 41m,Independent Movies,
Once Upon a Time in Mumbai Dobaara!,2013,16+,2h 21m,Hindi-Language Movies,
Raja Natwarlal,2014,13+,2h 11m,Thriller Movies,
Layer Cake,2004,18+,1h 45m,Thriller Movies,
Lost Bullet,2020,16+,1h 33m,Dramas,
The Hard Way,2019,18+,1h 34m,Crime Movies,
Asura Guru,2020,16+,1h 57m,Tamil-Language Movies,
Sigaram Thodu,2014,16+,2h 20m,Thriller Movies,
Oththa Seruppu Size 7,2019,16+,1h 43m,Thriller Movies,
Saheb Biwi Aur Gangster Returns,2013,18+,2h 19m,Thriller Movies,
Night in Paradise,2021,18+,2h 12m,Dramas,
